7 Scofield Crossing,5/17/1985,4/24/2020
3 Sutteridge Drive,4/28/1970,2/3/2020
03 Sugar Center,2/17/1983,12/29/2018
03 Mandrake Trail,7/16/1986,5/9/2019
316 Delladonna Junction,7/4/1974,5/21/2021
10435 Victoria Lane,11/26/1975,10/23/2016
0267 Dixon Lane,3/31/2002,5/8/2019
8121 Armistice Park,12/15/1991,5/16/2018
4 Holmberg Center,7/23/1995,11/3/2020
28 Victoria Alley,8/8/1981,5/3/2017
57219 Independence Road,3/16/1962,4/11/2020
5362 Pearson Parkway,7/3/1976,6/25/2019
4479 Emmet Pass,10/5/1986,2/28/2021
36361 Holy Cross Terrace,8/26/2000,3/4/2019
1 Birchwood Drive,2/28/1993,3/28/2018
974 Norway Maple Alley,5/5/2001,9/4/2018
3626 Caliangt Hill,9/17/1973,9/4/2020
9939 La Follette Place,12/8/1985,1/31/2020
2779 Memorial Center,6/13/1973,4/21/2020
23948 Prairie Rose Hill,7/10/1962,4/16/2018
6554 Prairie Rose Crossing,7/8/1979,2/8/2017
85018 Brickson Park Alley,11/11/1973,1/13/2018
11 Transport Way,11/27/1964,9/4/2019
54560 Blaine Point,2/17/2000,8/17/2018
48215 Ilene Center,3/9/1997,9/2/2017
49847 Petterle Pass,1/14/1993,3/29/2020
4 Fulton Court,3/23/1970,11/4/2017
475 Eastwood Road,5/7/1983,4/3/2021
8 John Wall Place,5/23/1983,6/7/2020
91 La Follette Lane,5/10/1962,1/3/2017
27 Bunker Hill Road,7/3/2003,4/29/2018
608 Bluestem Terrace,5/22/1976,9/30/2020
98 Redwing Place,5/5/1971,11/26/2019
3 Montana Plaza,3/8/1966,1/8/2019
83 Shoshone Crossing,7/3/1992,8/3/2020
394 Butternut Drive,9/15/1974,2/27/2020
611 Banding Pass,2/11/1964,1/21/2018
558 Debra Trail,7/15/2004,5/12/2017
7896 Schurz Park,4/30/1973,9/1/2018
9208 Cordelia Crossing,10/20/1966,10/26/2020
6 Lake View Alley,11/4/1994,9/13/2020
696 Holy Cross Point,8/24/2000,10/10/2017
95967 Tennessee Hill,2/28/1969,7/8/2017
3 Ruskin Avenue,3/24/1984,12/3/2016
3907 Nobel Circle,3/10/2001,9/1/2018
81 Cambridge Trail,11/15/1973,1/2/2018
26777 Memorial Terrace,9/25/1981,2/2/2019
75 Arapahoe Road,5/5/1969,10/8/2018
61 Bashford Circle,3/27/1973,7/27/2017
205 Ridgeview Drive,12/19/1984,12/20/2020
71 Toban Terrace,11/2/1992,2/18/2019
37 Scott Street,5/31/1977,10/15/2020
9535 Brentwood Junction,8/28/2004,3/17/2020
712 Eagan Lane,10/9/1984,5/7/2019
026 Briar Crest Place,5/8/1972,7/16/2017
5915 Mccormick Plaza,3/4/1964,5/14/2020
06 Hallows Terrace,3/23/2004,1/6/2019
89 Northwestern Point,9/26/1975,5/1/2019
4236 Utah Hill,1/21/1962,12/28/2018
496 Claremont Drive,9/15/1988,12/31/2018
208 Sullivan Drive,6/6/1985,12/22/2020
94 Beilfuss Hill,5/29/1974,2/27/2020
34 Truax Junction,6/18/1988,9/8/2020
75220 Swallow Pass,11/2/1971,11/11/2017
330 Toban Parkway,1/5/1981,2/1/2017
16687 Pawling Place,11/9/1988,2/5/2021
7025 Macpherson Court,2/11/1991,10/23/2018
21124 Crescent Oaks Parkway,2/8/1967,10/10/2018
0842 Debs Junction,12/27/2002,8/16/2017
9433 Southridge Circle,5/28/1974,10/7/2017
04 Kropf Center,12/14/1963,7/28/2017
05 Heffernan Pass,9/7/1972,12/28/2016
73 Scoville Avenue,8/13/1965,3/2/2017
6 Barnett Alley,7/5/1988,10/19/2017
45378 3rd Avenue,4/19/1985,5/3/2018
884 Union Alley,6/8/1980,5/29/2020
78326 Larry Pass,4/19/1998,2/23/2020
9 Nova Terrace,12/29/1973,4/19/2021
4566 Havey Park,2/1/1984,5/12/2021
8 Hallows Park,5/3/1974,9/19/2019
27 Mesta Street,7/30/1993,12/21/2017
412 Jay Court,5/20/1982,11/21/2020
01 Washington Parkway,4/26/1973,8/3/2018
31279 Meadow Valley Hill,5/2/1994,9/23/2017
28 Northview Trail,1/24/1969,9/27/2020
60 Bayside Park,6/3/1970,8/12/2018
6 Scott Center,4/26/1983,1/8/2018
30 Kenwood Trail,7/10/1981,9/26/2018
985 Raven Junction,11/10/2001,2/28/2019
0 Artisan Park,6/9/1988,5/28/2017
5 Valley Edge Plaza,8/26/1967,5/30/2018
4523 Hanover Way,2/25/2002,6/26/2020
32 Vahlen Street,5/5/1965,7/4/2018
616 Elmside Point,9/7/2003,12/8/2019
57 South Way,6/24/1969,6/14/2019
3 Knutson Trail,6/28/2003,5/2/2018
78805 Warbler Court,4/7/2001,11/2/2016
1 Bartelt Place,3/21/1987,6/20/2017
27 Blaine Street,5/4/1968,3/27/2020
588 Sugar Junction,9/27/1984,10/1/2020
80858 Loomis Center,1/15/1981,2/1/2021
4536 Maple Wood Court,9/11/1967,5/9/2019
2 Lerdahl Street,1/19/1981,12/29/2016
60176 Hallows Parkway,8/7/1985,11/15/2020
6758 Bluejay Drive,7/18/1964,3/10/2017
84 Roxbury Plaza,5/24/1977,5/17/2017
949 Brown Circle,2/16/1984,4/6/2021
00 New Castle Junction,10/12/1972,8/4/2017
8778 Monument Pass,10/22/2004,9/30/2018
52 1st Pass,9/24/1962,1/25/2020
33033 Calypso Trail,3/22/1982,3/24/2018
849 Roxbury Center,4/26/2002,7/11/2017
212 Fairview Plaza,7/13/1991,7/18/2018
2778 Forest Dale Park,4/27/1989,12/14/2016
3714 Bayside Place,9/29/1963,11/13/2020
2972 Moland Lane,3/17/1963,1/26/2021
0 Troy Road,10/6/1982,2/14/2017
60563 Golf Course Parkway,6/9/1999,1/22/2018
386 Sutherland Drive,2/1/2002,8/29/2018
1 Buena Vista Center,1/14/1979,3/4/2019
98 Fairfield Avenue,5/20/1992,1/8/2021
44476 Scoville Terrace,8/7/1986,9/14/2021
2044 Transport Junction,12/3/1969,5/29/2020
8 Colorado Terrace,5/5/1961,8/17/2017
94151 Fair Oaks Hill,8/1/1985,2/3/2019
97 Wayridge Pass,10/10/2003,11/9/2018
82 Badeau Plaza,11/21/1987,2/23/2020
2 Surrey Way,11/30/1979,5/14/2018
5142 Laurel Crossing,12/30/1988,6/1/2020
43 Springs Point,7/2/1970,1/20/2020
53 Oakridge Junction,11/2/1974,9/18/2020
75993 Messerschmidt Trail,3/1/1980,4/26/2017
10574 Forest Dale Park,9/3/1971,3/1/2021
53 Milwaukee Pass,6/21/1982,1/28/2019
7676 Commercial Point,4/18/1963,3/24/2021
9 Karstens Terrace,12/16/2003,1/22/2018
83 Susan Junction,8/14/1990,8/13/2021
648 Browning Pass,9/3/1981,11/22/2020
0 Troy Road,3/22/2000,3/22/2017
5 Vera Road,7/10/1962,9/17/2018
7 Melby Point,7/29/1962,12/3/2017
67 Nobel Pass,9/30/1999,4/26/2018
5 Derek Road,11/8/1999,9/13/2020
6446 Pennsylvania Plaza,12/27/1987,12/16/2018
856 Esch Hill,1/20/1970,8/20/2021
854 Waubesa Road,9/3/1985,12/3/2019
8830 Prairie Rose Lane,12/1/1990,10/23/2018
07080 Gina Circle,7/5/1986,5/1/2017
3 Karstens Way,5/13/1996,9/12/2020
7 Elmside Center,2/14/1988,3/26/2019
510 Merrick Terrace,7/27/1969,9/17/2018
10 Larry Lane,7/1/1969,1/31/2021
201 Bobwhite Park,1/23/1972,1/23/2020
399 Southridge Drive,11/15/1965,10/22/2018
4 Pierstorff Place,11/23/1982,9/22/2018
7 Manley Crossing,12/13/1981,2/8/2020
7278 Columbus Alley,8/9/1982,9/12/2019
8 Lunder Point,4/2/1970,10/8/2019
649 Schiller Street,11/17/1980,8/5/2017
36585 Manufacturers Place,6/6/1962,4/20/2020
74 Macpherson Park,6/3/1999,5/17/2019
78901 South Court,12/12/1980,1/16/2018
33965 Onsgard Junction,2/7/1989,11/18/2016
00 Northport Drive,3/4/1985,2/26/2017
69 Summit Circle,7/30/1967,11/9/2017
6 Carpenter Crossing,9/9/1976,5/10/2020
5 Sage Junction,8/11/2001,1/9/2017
10807 Lunder Hill,1/7/1967,2/15/2020
99069 Holy Cross Drive,6/15/1983,10/28/2018
919 Mayer Plaza,5/14/2001,7/3/2017
6 Pleasure Place,6/29/1991,10/6/2017
83157 Banding Plaza,1/2/2005,4/23/2017
4673 Schmedeman Terrace,8/31/1978,3/14/2017
43302 Lakeland Pass,2/28/1995,12/4/2019
1 Springview Trail,1/30/1999,7/12/2018
94 Melvin Circle,3/4/1981,7/27/2018
1 Del Mar Lane,10/24/1993,3/15/2017
692 Londonderry Road,9/13/2002,2/23/2020
01229 Manufacturers Pass,2/28/1966,6/2/2019
2 Mallory Trail,6/14/1992,5/14/2021
93 Quincy Trail,10/10/1987,8/12/2021
6 Gulseth Trail,1/8/1983,12/14/2018
06995 Sachs Terrace,5/15/1963,9/4/2017
570 Arizona Court,2/5/1977,6/19/2018
84 Daystar Hill,7/13/1963,12/26/2016
03403 Riverside Road,12/21/1987,12/16/2017
72670 Tennessee Trail,12/22/1995,8/22/2021
570 Pepper Wood Trail,12/21/1964,12/7/2020
43 Express Avenue,5/21/2005,12/17/2018
4 Grover Avenue,8/28/1974,10/21/2020
8 Dorton Park,8/2/1986,8/20/2020
53950 Columbus Junction,10/20/1976,12/2/2018
47101 Moulton Junction,8/17/1988,2/7/2021
0238 2nd Park,11/11/1977,3/16/2018
52 Namekagon Drive,6/15/1982,8/11/2019
06 Haas Alley,11/5/1988,9/12/2021
99048 Bluestem Terrace,12/22/2003,3/11/2018
29 Morrow Drive,4/23/1984,3/12/2021
89140 Butterfield Court,10/29/1975,5/9/2019
2256 Chinook Court,6/26/2000,9/15/2021
2167 Boyd Pass,11/10/1977,11/6/2016
594 Farwell Drive,1/24/1974,5/20/2020
67 Pierstorff Crossing,1/14/1973,5/27/2021
15238 Aberg Hill,6/16/1972,3/5/2020
4 Hanson Road,7/8/1978,2/26/2017
84089 Warrior Place,4/20/1996,7/28/2020
32729 Debra Pass,7/3/1964,6/30/2018
2 Buhler Trail,4/26/1985,5/5/2018
62 Manitowish Lane,11/16/1979,4/26/2018
0 Longview Way,12/22/1962,10/15/2019
07036 Larry Junction,5/11/1974,2/28/2019
04 Dahle Point,8/13/1983,11/21/2018
1124 Morrow Circle,3/2/1993,4/3/2020
54651 Corben Lane,2/25/1970,10/26/2017
32 Morning Lane,4/20/1988,5/12/2018
8562 Claremont Road,6/27/1986,2/21/2019
832 Lyons Street,1/18/1982,2/23/2017
277 Quincy Pass,3/30/1967,6/7/2021
2473 Menomonie Circle,7/10/1992,5/23/2018
213 Goodland Circle,8/23/2004,6/6/2017
18910 Old Shore Circle,8/9/1963,9/3/2021
32 Pine View Trail,8/16/1989,6/7/2019
64273 Brown Place,11/7/1985,5/17/2017
2319 Iowa Court,12/25/1974,6/17/2020
1 Waxwing Court,1/19/2004,1/29/2019
881 Superior Avenue,1/30/1969,8/20/2020
1 Comanche Lane,3/26/1972,7/22/2017
5178 Bunker Hill Avenue,7/2/1978,10/31/2019
6454 Holy Cross Circle,9/24/1988,5/31/2021
52 Golf View Lane,4/21/1977,8/22/2018
35 Rutledge Park,8/31/1966,8/12/2021
684 Harbort Road,4/5/1961,4/5/2021
8356 Carioca Pass,11/23/1971,1/13/2020
04 Kenwood Parkway,11/15/1976,11/30/2016
5 Harper Park,8/18/2000,11/24/2019
038 Maywood Trail,12/13/2003,5/29/2021
26 3rd Court,10/5/1962,11/25/2016
8380 Anzinger Trail,10/15/1973,11/8/2017
57923 Parkside Park,3/11/1966,2/19/2018
59 Trailsway Avenue,8/22/1964,4/21/2018
64326 Mayfield Road,3/10/1977,2/14/2020
4 Loomis Terrace,11/12/2003,4/30/2021
7609 Clyde Gallagher Park,9/9/1991,1/10/2021
278 Stang Pass,6/17/1989,11/1/2018
24278 Corben Center,3/11/1976,2/9/2017
3 Graedel Street,10/26/2003,7/24/2021
941 Kings Street,9/30/1970,1/15/2019
46 Sutherland Trail,7/25/1987,8/3/2018
282 Marcy Point,5/20/1978,3/11/2019
27 Memorial Way,9/11/1962,7/6/2021
762 Shoshone Trail,6/8/1972,11/15/2017
912 Golden Leaf Terrace,9/28/2005,3/3/2017
4057 Hansons Street,3/29/1988,1/21/2018
92270 Crescent Oaks Center,5/3/1971,4/15/2021
80638 Cottonwood Junction,3/18/2002,5/6/2017
3 Almo Way,12/11/1986,8/1/2019
48544 Pond Crossing,8/30/1981,12/28/2019
8610 Goodland Crossing,8/16/1993,3/30/2021
9 Carioca Circle,7/21/1964,6/29/2018
11 Bowman Drive,4/12/1983,12/31/2020
4255 Ramsey Park,8/19/1990,1/5/2019
50 Arapahoe Trail,4/14/1997,11/14/2018
3934 Eastlawn Park,5/19/1987,12/8/2018
7756 Mayfield Way,8/26/1991,9/16/2020
34 Blue Bill Park Parkway,12/13/1964,4/7/2019
213 Fulton Trail,4/5/2003,2/15/2021
9 Harbort Terrace,5/18/1983,8/31/2018
33 Hoffman Parkway,4/16/1989,9/13/2018
3842 Vera Court,9/13/1984,11/6/2017
74471 Menomonie Place,7/31/1985,6/3/2017
1165 Namekagon Drive,9/17/1971,9/12/2021
289 Straubel Court,5/30/1997,11/18/2018
822 Westerfield Plaza,7/23/1969,3/19/2021
5 Mayfield Center,9/23/1997,1/15/2021
8 Marquette Avenue,12/8/1984,1/16/2017
79865 Darwin Pass,8/27/1987,5/4/2017
248 Hazelcrest Avenue,9/25/1985,6/6/2020
3 Meadow Valley Crossing,4/22/2004,10/23/2018
48948 Farragut Way,9/16/1970,3/7/2018
52289 Mayer Crossing,3/18/1970,8/10/2021
961 Moulton Point,6/28/2000,9/23/2018
6 Summer Ridge Street,5/20/1977,7/14/2017
3019 Dexter Circle,1/26/1977,6/23/2018
373 Rutledge Pass,9/16/1992,12/6/2018
0313 Acker Circle,9/4/1973,5/11/2018
1 Cascade Place,2/10/1985,5/2/2018
4172 Scott Junction,5/16/1976,12/7/2017
267 Utah Drive,4/10/1971,10/17/2016
63 Bultman Center,10/1/1986,1/28/2017
1 Fair Oaks Point,12/19/1981,2/1/2020
185 Parkside Way,11/23/1966,11/12/2018
6843 Arizona Park,8/6/1997,1/19/2018
965 Ohio Alley,12/21/1989,7/28/2017
1 Crescent Oaks Circle,9/29/2004,3/26/2018
168 Melby Way,3/24/2002,11/16/2018
91 Caliangt Circle,1/16/1995,5/26/2017
8698 Eggendart Way,2/16/1968,7/10/2020
2864 Rigney Center,11/29/1991,10/2/2017
27297 Thackeray Pass,6/5/1996,10/7/2020
91273 David Road,9/8/1965,9/12/2017
276 Oak Valley Place,4/6/1975,4/14/2017
6 Montana Crossing,8/18/1962,4/10/2020
0 Sommers Park,1/19/1980,4/11/2019
7 Kim Hill,6/29/1979,5/28/2020
7 Farwell Center,1/18/1984,11/21/2020
75 Leroy Street,9/28/1984,1/4/2017
1 2nd Road,11/6/1974,1/16/2019
07163 Di Loreto Center,7/30/1985,12/10/2019
17499 Mayfield Circle,3/16/1987,6/15/2020
28 Hazelcrest Place,12/7/1977,7/28/2020
270 Manley Pass,10/7/1970,7/4/2021
927 Thierer Terrace,10/3/1979,8/20/2017
16 Elgar Parkway,1/15/1963,1/22/2021
9 Meadow Valley Drive,6/9/1965,3/4/2017
831 Morningstar Hill,1/1/1986,1/16/2020
12 East Circle,2/6/2000,2/27/2017
4 Basil Park,12/29/2000,3/5/2018
3694 Redwing Circle,12/30/1999,3/17/2021
3 Basil Parkway,5/30/1990,10/15/2018
0 Twin Pines Drive,12/28/1971,10/17/2020
76 Nelson Point,1/15/1998,11/10/2019
428 Kropf Point,6/15/1966,6/29/2021
85 Namekagon Pass,11/26/1962,11/17/2020
59943 Kedzie Place,2/11/1975,3/10/2020
21 Daystar Plaza,8/4/1999,5/26/2021
628 Mallory Road,6/14/1994,12/6/2016
4 Basil Hill,7/20/1974,7/21/2017
31826 Blue Bill Park Circle,1/13/1986,3/12/2017
751 Hanson Hill,11/3/2001,3/27/2019
5662 Weeping Birch Terrace,3/19/2003,6/30/2017
15355 Mallard Point,11/11/1996,3/13/2017
2 Rockefeller Hill,5/5/1983,2/18/2018
7570 Colorado Street,1/17/1969,8/8/2020
103 Gina Street,1/26/1963,12/28/2018
0837 Jay Court,10/14/2004,5/19/2018
3 Bluejay Court,9/2/1965,1/20/2018
337 Kipling Parkway,6/7/1999,12/12/2017
628 Coleman Pass,8/25/1967,1/25/2021
30 Kenwood Point,10/31/2001,6/26/2020
29280 Bay Circle,3/14/2004,11/18/2016
2 Green Street,10/14/1987,10/28/2016
5 Talmadge Street,4/7/1981,1/28/2018
028 Anthes Center,12/29/1962,2/15/2021
92379 Dryden Parkway,5/12/1998,3/28/2018
1 Myrtle Crossing,2/4/1968,7/10/2017
61 Bartillon Way,7/27/1991,4/29/2018
08 Grover Plaza,6/22/1966,8/1/2019
7226 Melody Avenue,7/20/1973,5/6/2019
0 Carpenter Court,2/23/1983,12/5/2020
72090 Rockefeller Junction,8/17/1968,6/25/2019
86 Annamark Circle,12/20/1971,10/29/2016
92 Colorado Crossing,9/2/1970,2/17/2019
0061 Prairieview Pass,4/14/1992,3/28/2020
178 Arapahoe Road,4/9/1981,3/12/2019
943 Roth Point,8/5/1982,5/11/2017
9 Knutson Alley,6/6/1974,12/17/2017
07 Lunder Way,2/16/1961,4/20/2020
84 Cody Avenue,2/11/1972,5/20/2019
6868 Iowa Way,1/4/1991,4/25/2019
35 Park Meadow Alley,5/14/1994,11/6/2018
26 Bartelt Avenue,5/22/1973,10/23/2016
103 Drewry Circle,3/20/1990,12/4/2017
17694 Old Shore Hill,3/12/1978,4/29/2018
6802 Memorial Street,10/3/1996,10/21/2018
00 Forest Run Drive,2/23/1996,11/24/2017
84 Lien Terrace,3/13/1967,2/18/2021
47099 John Wall Drive,4/4/1971,1/21/2019
3460 Trailsway Drive,3/17/1984,7/15/2020
30918 Ridgeview Park,1/10/1976,7/17/2018
93 Vahlen Parkway,8/26/1996,6/30/2020
10008 Eastlawn Lane,7/3/1995,6/24/2020
846 Burning Wood Park,8/5/1972,12/2/2018
1227 Ramsey Hill,2/4/2004,7/2/2017
33 Merrick Trail,11/13/1991,10/17/2016
951 Kim Avenue,11/7/1998,7/20/2020
207 Morningstar Park,4/16/1975,5/6/2021
7 Warrior Avenue,9/28/1967,11/5/2020
8 Golf Trail,3/12/1971,12/29/2019
83038 Glendale Parkway,11/7/1969,7/29/2021
6215 Darwin Park,9/4/1994,5/24/2020
1 Utah Avenue,12/5/1979,9/12/2017
83 Dovetail Park,9/13/1980,5/28/2019
8 Lillian Point,10/13/1998,11/18/2018
864 Dapin Road,3/1/1974,12/18/2016
980 Sunbrook Court,6/29/1962,3/29/2017
85 Farragut Road,12/5/1976,4/15/2020
7601 Oakridge Trail,11/16/1991,9/5/2019
0 Spenser Parkway,11/25/1983,11/29/2020
78 International Avenue,2/23/2003,1/24/2018
57 Trailsway Parkway,1/11/1995,6/21/2021
652 Orin Pass,3/3/1985,8/19/2019
98309 Melvin Circle,1/23/1962,12/26/2020
18 Northwestern Junction,3/26/1991,8/12/2019
43573 Esch Parkway,3/3/1971,9/27/2021
79 Crescent Oaks Point,3/3/1968,9/22/2020
9379 Elmside Avenue,3/7/1988,9/24/2018
4522 Shopko Park,9/23/1974,3/21/2021
82 5th Center,1/16/2001,5/21/2019
5 Shasta Parkway,7/31/1975,2/12/2017
809 Esch Circle,12/12/1991,5/5/2017
0567 Rutledge Point,2/25/1991,9/12/2017
5922 Straubel Terrace,10/30/1986,3/7/2018
37043 Del Mar Plaza,1/3/1977,5/14/2021
83 Chive Junction,2/26/2005,9/22/2020
1 Sundown Alley,3/30/2005,2/17/2017
2 Green Ridge Center,1/2/1970,12/4/2017
18893 Melvin Point,12/21/1984,2/7/2020
04 Bowman Point,10/26/1979,1/1/2021
62 Crownhardt Center,12/22/1980,4/11/2017
234 Gateway Street,9/22/1988,2/1/2018
686 Mesta Hill,9/23/1978,12/2/2019
1 Oak Valley Alley,8/16/1972,10/7/2016
53749 Briar Crest Court,3/18/2002,3/6/2021
2 Drewry Terrace,6/11/1988,2/17/2017
4544 Towne Court,1/22/1998,9/1/2018
271 Dottie Road,12/10/1971,11/25/2019
1 Center Place,3/9/1986,6/18/2017
8967 Golf Course Street,7/7/1981,3/26/2018
9630 Sunnyside Pass,10/18/2003,3/22/2018
29465 Grasskamp Junction,12/21/1973,8/5/2020
669 Miller Trail,12/29/1990,2/21/2020
39857 Nobel Way,5/26/1979,7/8/2018
854 Sheridan Junction,2/11/2002,11/8/2018
5516 Summerview Point,6/26/1965,4/12/2018
07287 Birchwood Center,12/20/1976,7/6/2019
9200 Ramsey Junction,8/22/1964,12/17/2016
6 Sherman Park,1/21/1968,5/21/2018
1510 Lindbergh Alley,1/29/1966,4/29/2020
86433 Grover Center,6/29/1991,5/14/2019
2572 Gerald Circle,8/20/1968,9/1/2019
56496 Muir Plaza,3/8/2003,7/18/2018
15017 Riverside Avenue,9/4/2002,2/4/2018
4 Vahlen Lane,12/3/1972,4/27/2019
8 Reindahl Trail,8/2/1967,3/26/2021
10360 John Wall Hill,2/7/1973,5/11/2020
94146 Spaight Lane,3/6/1985,8/16/2018
18500 Michigan Pass,3/18/1966,11/2/2016
124 Upham Street,4/29/1976,7/25/2018
0 Utah Hill,10/23/1988,12/5/2019
82769 Walton Hill,10/28/1978,5/2/2021
71 Loftsgordon Alley,1/12/2000,5/14/2018
0 Nobel Drive,2/5/1999,6/1/2020
2372 Acker Place,2/13/1968,2/3/2017
1 Carioca Lane,1/28/1981,9/16/2017
0 Waxwing Junction,5/29/2002,7/18/2021
663 Maywood Drive,5/13/1997,4/15/2018
28 Warner Circle,7/1/1986,3/25/2017
11293 Ridge Oak Way,7/28/1988,12/10/2017
21 Mallory Crossing,3/26/1962,1/30/2017
2 Sage Road,5/12/1966,9/8/2020
28 Fallview Circle,4/16/1965,11/25/2017
339 Dapin Pass,11/1/1995,4/30/2019
94 Lillian Junction,10/30/2001,11/14/2018
32978 Grayhawk Terrace,4/14/2003,6/26/2021
97 Laurel Street,10/12/1978,4/25/2018
8 Dapin Crossing,7/30/2001,4/9/2018
25 Basil Road,12/3/1977,4/21/2019
1971 Cottonwood Way,12/25/1990,3/25/2019
1 Homewood Center,10/6/1992,9/22/2018
4 4th Parkway,11/30/1964,2/3/2021
57 Daystar Junction,11/16/1969,3/4/2018
9257 Kinsman Way,8/11/1966,1/29/2019
42 Victoria Court,6/26/1973,12/4/2020
9 Crescent Oaks Plaza,8/21/1968,8/8/2017
3252 Stang Drive,3/30/1996,5/4/2020
60968 Arapahoe Road,4/6/1971,6/22/2019
17919 Lakewood Terrace,10/28/1988,1/13/2018
61229 Doe Crossing Hill,3/1/1975,12/25/2017
60077 Hintze Street,9/29/1999,1/3/2019
29 Tennessee Place,3/8/1981,12/27/2019
65001 Londonderry Trail,11/24/1974,9/17/2017
23 Bartillon Pass,2/3/1981,8/2/2018
745 Northfield Circle,9/7/1993,5/24/2021
5871 Eastwood Trail,12/30/2001,9/7/2017
14605 Armistice Trail,3/15/1976,7/31/2017
0 Arapahoe Drive,10/27/1972,9/7/2020
15 Fairfield Junction,10/15/2001,3/31/2018
09 Tennessee Terrace,8/26/2003,6/16/2017
6 Calypso Lane,9/6/1993,2/3/2021
71671 Spohn Pass,8/27/1995,11/12/2016
7670 Stoughton Avenue,4/12/1971,10/26/2016
1672 Tennyson Lane,3/20/1979,10/11/2016
68655 Buhler Lane,2/27/1988,11/1/2016
7790 Hollow Ridge Pass,10/12/1997,4/16/2019
362 Hovde Alley,7/31/2002,8/16/2017
48 Ohio Hill,9/19/1976,1/12/2021
3 Acker Crossing,9/1/2004,10/25/2016
1 Eagan Crossing,6/24/1992,2/4/2021
25722 Leroy Parkway,1/11/1986,8/29/2017
292 Nobel Drive,12/25/1991,5/10/2018
5112 Portage Circle,8/23/1993,11/18/2019
4 Heath Center,8/7/1962,11/9/2017
96 Warrior Trail,10/23/2002,3/29/2020
34758 Laurel Junction,3/1/1977,1/4/2018
1 American Ash Way,5/25/1982,5/1/2018
5 Shopko Point,5/30/2004,10/27/2020
68108 Sutteridge Pass,11/22/2001,4/18/2021
5 Clarendon Pass,12/18/1999,10/2/2021
419 Longview Crossing,1/19/1990,4/14/2019
691 Red Cloud Trail,8/11/1961,7/25/2020
498 Lunder Hill,8/8/1974,8/30/2021
2896 Memorial Place,9/6/1985,8/5/2018
3 Tennessee Street,2/25/1992,6/23/2019
12901 Jay Parkway,2/20/1973,8/16/2018
60534 Fremont Hill,6/7/1980,8/6/2021
89 Bunker Hill Center,1/2/2004,7/14/2019
34 Superior Circle,10/6/1977,11/8/2016
1630 Rieder Center,5/5/1969,6/25/2017
15385 Loomis Plaza,4/25/1979,3/10/2020
0667 Mccormick Point,2/20/1967,8/24/2017
9 Briar Crest Avenue,8/22/1962,2/1/2020
5132 Roxbury Alley,12/24/2003,4/14/2020
3565 Walton Point,7/11/1995,5/2/2017
61 2nd Road,7/20/1962,10/15/2019
4 Monterey Drive,7/13/2000,12/23/2019
198 Division Avenue,10/2/1967,3/18/2017
35859 Elgar Court,11/3/1980,8/20/2019
130 Fremont Junction,10/8/1966,4/30/2020
845 Straubel Drive,11/5/1979,6/5/2019
9 Orin Place,9/13/1983,4/12/2020
3402 Victoria Lane,6/15/1977,6/9/2021
9 Sundown Terrace,3/14/1993,4/25/2021
98 Westerfield Court,9/5/1989,11/29/2016
4083 Lunder Junction,2/6/1976,8/28/2018
14923 Hallows Hill,1/12/1995,8/12/2019
618 Elmside Junction,10/29/1961,2/14/2020
4904 Bowman Circle,7/16/1991,1/24/2019
81977 Spaight Alley,12/24/1993,4/27/2020
914 Reindahl Terrace,5/2/2003,11/29/2020
7063 Schlimgen Junction,5/2/1991,11/6/2020
60877 Melvin Parkway,7/22/1996,12/30/2017
77096 Kensington Street,5/9/1999,5/2/2020
2 Oxford Lane,2/4/1969,5/25/2019
42 Canary Park,2/19/1975,5/4/2018
54110 Springview Drive,4/25/1999,3/1/2019
63057 Waxwing Pass,2/11/1987,6/25/2017
5615 Arrowood Place,4/28/1995,9/7/2018
3194 Shasta Pass,7/17/1996,9/30/2018
9193 Sloan Park,2/17/1975,2/5/2021
27 American Ash Plaza,12/18/2000,2/17/2020
2 Kipling Lane,10/11/1992,5/23/2018
3 Monument Hill,12/5/1975,3/28/2021
610 Vahlen Way,4/17/2000,8/10/2019
2942 Pierstorff Plaza,3/3/1976,4/27/2020
1 Derek Center,8/25/2000,6/2/2018
7 Goodland Center,4/30/1994,2/24/2019
320 Golden Leaf Lane,4/28/1968,5/6/2021
00 Forest Run Court,2/15/1965,8/29/2021
46131 Sugar Plaza,10/1/2003,5/24/2019
5 Ronald Regan Trail,10/5/1981,6/23/2019
64 Talmadge Parkway,8/27/1978,10/17/2019
15 Shasta Alley,11/2/1995,4/18/2021
6153 Pierstorff Parkway,11/26/1986,11/16/2016
220 Magdeline Point,4/2/1962,4/25/2019
41 Fallview Alley,8/14/2002,11/25/2018
1866 Thompson Way,11/6/1989,1/11/2018
74 Hoard Hill,4/8/1983,9/19/2021
475 Carioca Street,10/19/1994,7/1/2021
5028 Hollow Ridge Street,7/8/1988,11/28/2016
3654 Tennyson Alley,5/10/1986,5/12/2021
93 Laurel Road,7/7/1970,3/24/2017
136 Cottonwood Trail,2/16/1997,12/20/2019
13 Macpherson Place,11/13/1970,7/23/2018
8 Manley Pass,6/28/1992,6/18/2018
34088 Bunting Parkway,4/28/1978,6/28/2020
2377 Westport Way,7/1/1965,1/15/2019
02981 Vidon Plaza,5/31/1988,4/6/2020
9486 Eagle Crest Court,3/16/1995,11/26/2018
37 Kenwood Center,6/5/2005,2/7/2020
